{ id: 1, color: "red", name: "Red", wins: 12, losses: 6, draws: 0, power_ups: 457, damage_done: 753, wall_bounces: 2400, image: "https://docs.google.com/drawings/d/e/2PACX-1vTc2C286DHcGfC_czwyyZlEX-oWNFd7fDhc2LrbTrEyQgHYhK-MfNT821xsGg69h9MB2lSEiplNyKzr/pub?w=1500&h=1500" },
{ id: 2, color: "blue", name: "Blue", wins: 7, losses: 11, draws: 0, power_ups: 412, damage_done: 777, wall_bounces: 2296, image: "https://docs.google.com/drawings/d/e/2PACX-1vSsaPN03rGs7PGXG9xTw-2f8pZ244MIRSTQraWvHPvQYlymKBDiyVeYS1HCDiSRgfma2pTqY-ZZrjnn/pub?w=1500&h=1500" },
{ id: 3, color: "green", name: "Green", wins: 8, losses: 10, draws: 0, power_ups: 415, damage_done: 764, wall_bounces: 2253, image: "https://docs.google.com/drawings/d/e/2PACX-1vRBDNIxSyjWmPTeqDWfYJt2vgg3lMIzlI1NwRWHYhv0kRdOAYToxthvUxBTNtTutO4pwrbHe3uPxE9-/pub?w=1500&h=1500" },
{ id: 4, color: "yellow", name: "Yellow", wins: 10, losses: 8, draws: 0, power_ups: 441, damage_done: 818, wall_bounces: 2419, image: "https://docs.google.com/drawings/d/e/2PACX-1vREnIoNxanMIqNNa97QvURbVm6lesZVxvq-awFhaZb0q608Yon95qTM8BHHReB8hryih7kVEx-i4kTj/pub?w=1500&h=1500" },
{ id: 5, color: "purple", name: "Purple", wins: 6, losses: 11, draws: 1, power_ups: 482, damage_done: 785, wall_bounces: 2528, image: "https://docs.google.com/drawings/d/e/2PACX-1vRyYszxA7ij21DNmKRGIvyvBWxJ68V8_B0LAFiLszo6NyaRWdfYggCrbMDrwoJrFI0qEBn4jKvIKidN/pub?w=1500&h=1500" },
{ id: 6, color: "hot_pink", name: "Hot Pink", wins: 11, losses: 5, draws: 2, power_ups: 466, damage_done: 801, wall_bounces: 2498, image: "https://docs.google.com/drawings/d/e/2PACX-1vRjCF0SICdWi0Z4hf54U6M19P-5t7BTlCDQwQXYVeE79rH1yumBW0UiP3bL8qMuPppxZ84iUwlHqQsA/pub?w=1500&h=1500" },
{ id: 7, color: "cyan", name: "Cyan", wins: 7, losses: 11, draws: 0, power_ups: 464, damage_done: 745, wall_bounces: 2800, image: "https://docs.google.com/drawings/d/e/2PACX-1vS68NgAs3PWllP4Py9vS_Y0ANxvtvpkp3iIzBkgKLegtzei_NTMU_VIaB5G60qADiDiulqJbaU2l6AY/pub?w=1500&h=1500" },
{ id: 8, color: "orange", name: "Orange", wins: 8, losses: 9, draws: 1, power_ups: 398, damage_done: 754, wall_bounces: 2104, image: "https://docs.google.com/drawings/d/e/2PACX-1vT5u4pAKWj6yg0XmzqHLlL1vRibnYNYolMZwZk8a6bKQOXU0UAgCiSvkK23St_60VkGu01oAhMlSMNT/pub?w=1500&h=1500" },
{ id: 9, color: "arctic", name: "Arctic", wins: 7, losses: 11, draws: 0, power_ups: 460, damage_done: 805, wall_bounces: 2388, image: "https://docs.google.com/drawings/d/e/2PACX-1vTyYJ8Hg0GP4PbaTlJJY6dvmjclMrEX9G3EFgctOHOwO_pYHobBpRfrAoNOQs9wf3NRwcHe_1C0_qqO/pub?w=1500&h=1500" },
{ id: 10, color: "crimson", name: "Crimson", wins: 5, losses: 12, draws: 1, power_ups: 400, damage_done: 774, wall_bounces: 2185, image: "https://docs.google.com/drawings/d/e/2PACX-1vQo89c923T011Exxd5CZTXxX09kwRgd9TwTJG_8FsRv6FwVUIsrD-ezVywX6mjHtQAFA7VNPOniXKym/pub?w=1500&h=1500" },
{ id: 11, color: "cerulean", name: "Cerulean", wins: 8, losses: 7, draws: 3, power_ups: 382, damage_done: 784, wall_bounces: 2091, image: "https://docs.google.com/drawings/d/e/2PACX-1vRAkxvHOfwQzadYbbhXZTS17_fau8ibD4DBZR6MtEjcMvw8sbTGpnl3uZWb864HHpV0MIyruXVx1Y4l/pub?w=1500&h=1500" },
